[20:09:29 gpu 11.5G ram 6.0G] (0) Epoch 1/1, Batch 1/9734 (mgh16_4), Loss: 4.6562
[22:21:55 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5532/9734 (mgh40_2), Loss: 3.1719
[22:21:55 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5533/9734 (mgh14_1), Loss: 2.8438
[22:22:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5534/9734 (mgh40_4), Loss: 2.7500
[22:22:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5535/9734 (mgh54_1), Loss: 1.2188
[22:22:05 gpu 11.6G ram 16.1G] (0) Epoch 1/1, Batch 5536/9734 (mgh19_1), Loss: 1.3047
[22:22:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5537/9734 (mgh27_1), Loss: 13.6250
[22:22:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5538/9734 (mgh36_1), Loss: 7.2500
[22:22:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5539/9734 (mgh9_1), Loss: 1.2109
[22:22:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5540/9734 (mgh50_0), Loss: 2.7969
[22:22:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5541/9734 (mgh19_1), Loss: 3.3438
[22:22:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5542/9734 (mgh19_1), Loss: 6.8125
[22:22:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5543/9734 (mgh4_0), Loss: 2.2969
[22:22:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5544/9734 (mgh6_1), Loss: 1.7266
[22:22:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5545/9734 (mgh14_1), Loss: 2.8438
[22:22:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5546/9734 (mgh36_1), Loss: 3.5156
[22:22:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5547/9734 (mgh10_4), Loss: 1.6953
[22:22:08 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5548/9734 (mgh33_0), Loss: 0.7539
[22:22:08 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5549/9734 (mgh22_0), Loss: 3.2344
[22:22:08 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5550/9734 (mgh4_0), Loss: 1.9922
[22:22:08 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5551/9734 (mgh46_0), Loss: 1.5078
[22:22:09 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5552/9734 (mgh51_0), Loss: 0.6367
[22:22:09 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5553/9734 (mgh40_3), Loss: 1.3359
[22:22:09 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5554/9734 (mgh16_4), Loss: 3.1250
[22:22:09 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5555/9734 (mgh9_1), Loss: 1.0703
[22:22:10 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5556/9734 (mgh40_3), Loss: 1.2188
[22:22:10 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5557/9734 (mgh8_0), Loss: 1.3828
[22:22:10 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5558/9734 (mgh60_1), Loss: 3.7188
[22:22:10 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5559/9734 (mgh3_0), Loss: 1.9453
[22:22:11 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5560/9734 (mgh34_1), Loss: 1.9375
[22:22:35 gpu 11.6G ram 16.1G] (0) Epoch 1/1, Batch 5561/9734 (mgh40_5), Loss: 1.2422
[22:22:35 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5562/9734 (mgh40_5), Loss: 1.1875
[22:22:35 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5563/9734 (mgh11_0), Loss: 1.9688
[22:22:36 gpu 11.6G ram 16.1G] (0) Epoch 1/1, Batch 5564/9734 (mgh3_0), Loss: 2.0469
[22:22:36 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5565/9734 (mgh17_1), Loss: 1.7734
[22:22:36 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5566/9734 (mgh12_1), Loss: 1.1328
[22:22:36 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5567/9734 (mgh32_0), Loss: 1.4297
[22:22:37 gpu 11.6G ram 16.1G] (0) Epoch 1/1, Batch 5568/9734 (mgh19_0), Loss: 2.0156
[22:22:37 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5569/9734 (mgh12_1), Loss: 0.7461
[22:22:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5570/9734 (mgh40_1), Loss: 0.8086
[22:22:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5571/9734 (mgh27_1), Loss: 2.4531
[22:22:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5572/9734 (mgh57_0), Loss: 1.6484
[22:22:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5573/9734 (mgh40_0), Loss: 2.4531
[22:22:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5574/9734 (mgh23_1), Loss: 0.6445
[22:22:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5575/9734 (mgh60_1), Loss: 3.7500
[22:23:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5576/9734 (btbank8_0), Loss: 4.2188
[22:23:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5577/9734 (mgh40_1), Loss: 0.9180
[22:23:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5578/9734 (mgh11_0), Loss: 1.7188
[22:23:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5579/9734 (mgh54_1), Loss: 1.2812
[22:23:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5580/9734 (mgh40_4), Loss: 3.2656
[22:23:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5581/9734 (mgh34_3), Loss: 1.1875
[22:23:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5582/9734 (mgh7_2), Loss: 1.1953
[22:23:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5583/9734 (mgh57_0), Loss: 1.2422
[22:23:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5584/9734 (mgh10_4), Loss: 2.4062
[22:23:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5585/9734 (mgh50_0), Loss: 2.4844
[22:23:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5586/9734 (mgh3_0), Loss: 1.6172
[22:23:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5587/9734 (mgh29_1), Loss: 1.2891
[22:23:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5588/9734 (mgh28_0), Loss: 3.4375
[22:23:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5589/9734 (mgh36_3), Loss: 4.7188
[22:23:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5590/9734 (mgh4_0), Loss: 1.9609
[22:23:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5591/9734 (btbank2_5), Loss: 4.2188
[22:23:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5592/9734 (mgh9_1), Loss: 1.2109
[22:23:40 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5593/9734 (btbank10_1), Loss: 3.6562
[22:23:40 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5594/9734 (mgh36_2), Loss: 0.9570
[22:23:40 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5595/9734 (mgh60_1), Loss: 3.9531
[22:23:40 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5596/9734 (mgh40_3), Loss: 0.9688
[22:23:41 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5597/9734 (mgh60_1), Loss: 4.1250
[22:23:41 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5598/9734 (mgh62_2), Loss: 0.7930
[22:23:41 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5599/9734 (btbank2_5), Loss: 4.0938
[22:23:41 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5600/9734 (mgh32_0), Loss: 1.1406
[22:23:41 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5601/9734 (mgh34_3), Loss: 1.1484
[22:23:42 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5602/9734 (mgh11_0), Loss: 2.1094
[22:23:42 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5603/9734 (mgh22_0), Loss: 3.1719
[22:23:42 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5604/9734 (mgh30_1), Loss: 0.6719
[22:23:42 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5605/9734 (mgh54_1), Loss: 0.8008
[22:23:42 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5606/9734 (mgh40_2), Loss: 3.6094
[22:23:43 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5607/9734 (mgh40_2), Loss: 3.4062
[22:23:43 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5608/9734 (mgh17_1), Loss: 1.6641
[22:23:43 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5609/9734 (mgh10_4), Loss: 1.9219
[22:23:43 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5610/9734 (mgh3_0), Loss: 1.7812
[22:23:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5611/9734 (btbank4_1), Loss: 3.7344
[22:23:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5612/9734 (btbank6_0), Loss: 4.7812
[22:23:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5613/9734 (mgh23_1), Loss: 0.5820
[22:23:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5614/9734 (mgh54_1), Loss: 0.9492
[22:23:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5615/9734 (mgh60_1), Loss: 4.2500
[22:23:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5616/9734 (mgh40_1), Loss: 0.7734
[22:23:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5617/9734 (mgh10_4), Loss: 2.0312
[22:23:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5618/9734 (mgh28_0), Loss: 3.4844
[22:23:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5619/9734 (mgh40_2), Loss: 3.1250
[22:24:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5620/9734 (mgh10_4), Loss: 1.8438
[22:24:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5621/9734 (mgh33_0), Loss: 1.0312
[22:24:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5622/9734 (mgh3_0), Loss: 2.7188
[22:24:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5623/9734 (mgh23_1), Loss: 0.6523
[22:24:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5624/9734 (mgh18_0), Loss: 0.5039
[22:24:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5625/9734 (mgh36_1), Loss: 5.7812
[22:24:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5626/9734 (mgh40_2), Loss: 2.9844
[22:24:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5627/9734 (mgh30_1), Loss: 0.6328
[22:24:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5628/9734 (mgh17_1), Loss: 1.4844
[22:24:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5629/9734 (mgh13_0), Loss: 0.6992
[22:24:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5630/9734 (mgh32_0), Loss: 1.0469
[22:24:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5631/9734 (mgh40_2), Loss: 3.2188
[22:24:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5632/9734 (mgh11_0), Loss: 1.7266
[22:24:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5633/9734 (mgh23_1), Loss: 0.5117
[22:24:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5634/9734 (mgh42_0), Loss: 1.6250
[22:24:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5635/9734 (mgh40_2), Loss: 3.2188
[22:24:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5636/9734 (mgh33_0), Loss: 0.5781
[22:24:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5637/9734 (mgh40_2), Loss: 3.3906
[22:24:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5638/9734 (mgh40_3), Loss: 0.7656
[22:24:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5639/9734 (mgh25_1), Loss: 0.6523
[22:24:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5640/9734 (mgh40_2), Loss: 3.3438
[22:24:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5641/9734 (btbank6_1), Loss: 4.7500
[22:24:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5642/9734 (mgh40_2), Loss: 3.1094
[22:24:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5643/9734 (mgh40_1), Loss: 0.9414
[22:24:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5644/9734 (mgh16_5), Loss: 4.2812
[22:24:08 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5645/9734 (btbank3_2), Loss: 4.2188
[22:24:08 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5646/9734 (mgh42_0), Loss: 1.8906
[22:24:24 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5647/9734 (mgh44_0), Loss: 2.3594
[22:24:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5648/9734 (btbank6_4), Loss: 4.1250
[22:24:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5649/9734 (mgh23_1), Loss: 0.4844
[22:24:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5650/9734 (btbank2_2), Loss: 4.1562
[22:24:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5651/9734 (mgh36_2), Loss: 0.9961
[22:24:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5652/9734 (mgh1_2), Loss: 2.2188
[22:24:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5653/9734 (mgh44_0), Loss: 2.2188
[22:24:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5654/9734 (mgh41_0), Loss: 12.8125
[22:24:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5655/9734 (mgh54_1), Loss: 1.3750
[22:24:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5656/9734 (mgh2_1), Loss: 0.8516
[22:24:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5657/9734 (mgh40_1), Loss: 2.6562
[22:24:49 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5658/9734 (mgh12_1), Loss: 1.2188
[22:24:49 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5659/9734 (mgh40_2), Loss: 3.0625
[22:24:49 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5660/9734 (mgh50_0), Loss: 4.4375
[22:24:49 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5661/9734 (mgh7_2), Loss: 1.0391
[22:24:49 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5662/9734 (mgh40_0), Loss: 2.5156
[22:24:49 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5663/9734 (mgh40_0), Loss: 2.3438
[22:24:50 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5664/9734 (btbank4_1), Loss: 3.9688
[22:24:50 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5665/9734 (mgh6_1), Loss: 1.4219
[22:24:50 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5666/9734 (mgh34_3), Loss: 1.0625
[22:24:50 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5667/9734 (mgh40_4), Loss: 2.7812
[22:24:51 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5668/9734 (mgh40_0), Loss: 2.2812
[22:24:51 gpu 11.6G ram 16.2G] (0) Epoch 1/1, Batch 5669/9734 (mgh23_1), Loss: 0.5352
[22:24:51 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5670/9734 (mgh40_2), Loss: 3.1406
[22:24:51 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5671/9734 (mgh1_2), Loss: 1.9453
[22:24:51 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5672/9734 (mgh4_0), Loss: 1.8125
[22:24:52 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5673/9734 (mgh33_0), Loss: 0.5547
[22:24:52 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5674/9734 (mgh40_0), Loss: 2.3281
[22:25:01 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5675/9734 (mgh1_0), Loss: 2.7188
[22:25:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5676/9734 (mgh18_0), Loss: 0.5977
[22:25:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5677/9734 (mgh36_1), Loss: 6.0625
[22:25:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5678/9734 (mgh3_0), Loss: 1.0312
[22:25:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5679/9734 (mgh22_0), Loss: 3.2812
[22:25:02 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5680/9734 (mgh40_0), Loss: 2.4062
[22:25:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5681/9734 (mgh17_1), Loss: 1.4688
[22:25:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5682/9734 (mgh60_1), Loss: 3.8438
[22:25:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5683/9734 (mgh40_3), Loss: 2.5938
[22:25:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5684/9734 (mgh34_4), Loss: 2.6094
[22:25:03 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5685/9734 (mgh40_2), Loss: 2.9844
[22:25:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5686/9734 (mgh40_0), Loss: 2.0156
[22:25:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5687/9734 (mgh9_1), Loss: 1.1562
[22:25:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5688/9734 (mgh33_0), Loss: 0.5586
[22:25:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5689/9734 (btbank6_1), Loss: 4.6875
[22:25:04 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5690/9734 (mgh6_0), Loss: 2.5938
[22:25:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5691/9734 (mgh19_1), Loss: 0.9688
[22:25:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5692/9734 (mgh19_1), Loss: 1.1797
[22:25:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5693/9734 (mgh34_3), Loss: 0.9570
[22:25:05 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5694/9734 (mgh40_6), Loss: 1.0391
[22:25:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5695/9734 (mgh28_0), Loss: 3.4844
[22:25:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5696/9734 (mgh36_1), Loss: 113.0000
[22:25:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5697/9734 (mgh40_0), Loss: 2.3438
[22:25:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5698/9734 (mgh29_1), Loss: 0.9688
[22:25:06 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5699/9734 (mgh42_0), Loss: 1.7656
[22:25:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5700/9734 (mgh34_3), Loss: 1.2188
[22:25:07 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5701/9734 (mgh40_0), Loss: 2.2344
[22:25:28 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5702/9734 (mgh32_0), Loss: 1.0312
[22:25:28 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5703/9734 (mgh51_0), Loss: 0.6289
[22:25:29 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5704/9734 (mgh33_0), Loss: 0.6797
[22:25:29 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5705/9734 (mgh30_1), Loss: 0.5703
[22:25:29 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5706/9734 (mgh40_2), Loss: 3.4531
[22:25:29 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5707/9734 (mgh57_0), Loss: 3.2969
[22:25:34 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5708/9734 (btbank2_4), Loss: 4.0938
[22:25:34 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5709/9734 (mgh36_0), Loss: 1.4219
[22:25:34 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5710/9734 (mgh13_0), Loss: 0.4805
[22:25:34 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5711/9734 (mgh34_1), Loss: 0.9102
[22:25:35 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5712/9734 (mgh8_0), Loss: 3.7031
[22:25:38 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5713/9734 (btbank2_5), Loss: 4.0625
[22:25:39 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5714/9734 (mgh33_0), Loss: 0.7539
[22:25:39 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5715/9734 (mgh6_1), Loss: 0.9805
[22:25:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5716/9734 (btbank2_3), Loss: 4.0938
[22:25:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5717/9734 (mgh44_0), Loss: 2.2812
[22:25:46 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5718/9734 (mgh60_1), Loss: 3.6875
[22:25:46 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5719/9734 (mgh18_0), Loss: 0.5234
[22:25:46 gpu 11.6G ram 16.1G] (0) Epoch 1/1, Batch 5720/9734 (btbank8_0), Loss: 4.0938
[22:25:46 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5721/9734 (mgh34_5), Loss: 1.3984
[22:25:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5722/9734 (mgh57_1), Loss: 1.5469
[22:25:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5723/9734 (mgh10_0), Loss: 1.1094
[22:25:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5724/9734 (mgh1_0), Loss: 2.3281
[22:25:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5725/9734 (mgh40_1), Loss: 1.0391
[22:25:47 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5726/9734 (mgh16_3), Loss: 3.3750
[22:25:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5727/9734 (mgh28_0), Loss: 3.6094
[22:25:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5728/9734 (mgh52_0), Loss: 0.5234
[22:25:48 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5729/9734 (mgh1_0), Loss: 2.6094
[22:26:30 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5730/9734 (btbank10_1), Loss: 3.6406
[22:26:30 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5731/9734 (mgh34_1), Loss: 114.0000
[22:26:30 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5732/9734 (mgh40_2), Loss: 3.1406
[22:26:30 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5733/9734 (mgh4_0), Loss: 2.0312
[22:26:31 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5734/9734 (btbank2_5), Loss: 4.0625
[22:26:31 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5735/9734 (mgh40_6), Loss: 1.0234
[22:26:31 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5736/9734 (mgh2_1), Loss: 0.7422
[22:26:31 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5737/9734 (btbank1_1), Loss: 2.7344
[22:26:31 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5738/9734 (mgh11_0), Loss: 2.6250
[22:26:31 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5739/9734 (mgh40_2), Loss: 3.2031
[22:26:32 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5740/9734 (mgh33_0), Loss: 0.5352
[22:26:32 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5741/9734 (mgh25_1), Loss: 0.8203
[22:26:32 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5742/9734 (mgh44_0), Loss: 2.3750
[22:26:43 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5743/9734 (btbank2_0), Loss: 4.1250
[22:26:43 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5744/9734 (mgh52_0), Loss: 0.4551
[22:26:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5745/9734 (mgh28_0), Loss: 3.6719
[22:26:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5746/9734 (mgh52_0), Loss: 0.5664
[22:26:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5747/9734 (mgh1_0), Loss: 2.6406
[22:26:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5748/9734 (mgh40_2), Loss: 3.2188
[22:26:44 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5749/9734 (mgh11_0), Loss: 1.7891
[22:26:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5750/9734 (mgh30_1), Loss: 0.6758
[22:26:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5751/9734 (mgh62_1), Loss: 2.9688
[22:26:45 gpu 11.6G ram 16.0G] (0) Epoch 1/1, Batch 5752/9734 (mgh40_0), Loss: 2.4219
